Pack,nCopies,Card,Mana Cost,Adj. Games Played,Adj. Wins,Adj. Losses,Games Played,Wins,Losses,Win Rate,Conservative Rating,Mean,StdDev,Tier,Turns to Win,Turns to Lose
J25 Elves 3,1,"Llanowar Visionary",{2}{G},1119,611,508,1119,611,508,0.5460232350312779,33.321691040287824,38.72671730600113,1.8016754219044344,D,20.268412438625205,21.659448818897637
J25 Elves 3,1,"Llanowar Elves",{G},1105,601,504,1105,601,504,0.5438914027149321,45.76323285767056,51.04612991879229,1.7609656870405763,C,19.933444259567388,21.599206349206348
J25 Elves 3,1,"Dionus, Elvish Archdruid",{3}{G},1075,595,480,1075,595,480,0.5534883720930233,68.70039020779095,74.1369660816439,1.8121919579509858,B,20.556302521008405,22.25625
J25 Elves 3,1,"Dwynen's Elite",{1}{G},1075,589,486,1075,589,486,0.5479069767441861,59.49090102801887,64.8796738482112,1.7962576067307756,C,20.062818336162987,22.002057613168724
J25 Elves 3,1,"Go Forth",{G},1147,565,582,1147,565,582,0.4925893635571055,29.750617317489695,35.20542692248564,1.8182698683319827,D,20.079646017699115,20.972508591065292
J25 Elves 3,1,"Marwyn, the Nurturer",{2}{G},1056,541,515,1056,541,515,0.5123106060606061,57.16896898555939,62.69609780618903,1.8423762735432139,C,20.89279112754159,21.549514563106797
J25 Elves 3,1,"Bounty of Skemfar",{2}{G},923,468,455,923,468,455,0.5070422535211268,24.710710508448006,30.260127585711196,1.8498056924210633,D,21.51068376068376,21.914285714285715
J25 Elves 4,1,"Dionus, Elvish Archdruid",{3}{G},1066,528,538,1066,528,538,0.49530956848030017,73.43247891636317,78.81964546828034,1.7957221839723911,B,20.117424242424242,20.890334572490705
J25 Elves 4,1,"Arbor Armament",{G},1028,503,525,1028,503,525,0.4892996108949416,42.31593359176906,47.74037121281197,1.8081458736809708,D,19.817097415506957,20.388571428571428
J25 Elves 4,1,"Overcome",{3}{G}{G},822,502,320,822,502,320,0.610705596107056,63.33696351944782,68.55826936913655,1.7404352832295766,C,19.50796812749004,20.96875
J25 Elves 4,1,"Llanowar Elves",{G},1038,500,538,1038,500,538,0.4816955684007707,44.63289902422987,50.03766565702381,1.8015888775979785,D,19.66,20.58921933085502
J25 Elves 4,1,"Ghirapur Guide",{2}{G},1034,476,558,1034,476,558,0.46034816247582205,54.560185053415495,59.92620254947795,1.7886724986874838,C,20.49579831932773,20.530465949820787
J25 Elves 4,1,"Paradise Druid",{1}{G},996,475,521,996,475,521,0.47690763052208834,47.525077807747685,53.05012620256211,1.841682798271476,C,19.97684210526316,20.61996161228407
J25 Elves 4,1,"Reckless Amplimancer",{1}{G},1003,472,531,1003,472,531,0.47058823529411764,55.845950304706804,61.36021838456733,1.8380893599535093,C,20.258474576271187,20.725047080979284
J25 Elves 4,1,"Hunter's Edge",{3}{G},797,447,350,797,447,350,0.560853199498118,78.27992270780524,83.75019225507889,1.8234231824245462,B,19.926174496644297,21.705714285714286
J25 Elves 4,1,"High-Rise Sawjack",{2}{G},908,447,461,908,447,461,0.4922907488986784,65.71259054052197,71.22015800676232,1.8358558220801142,C,20.80536912751678,21.383947939262473
J25 Elves 4,1,"Ivy Lane Denizen",{3}{G},909,412,497,909,412,497,0.45324532453245325,66.85161000462558,72.32667805128062,1.8250226822183484,C,21.264563106796118,20.728370221327967
J25 Elves 4,1,"Voice of the Woods",{3}{G}{G},909,402,507,909,402,507,0.44224422442244227,54.777619655846905,60.2878222786655,1.8367342076061983,C,21.417910447761194,20.700197238658777
J25 Elves 4,1,"Tyvar Kell",{2}{G}{G},795,382,413,795,382,413,0.48050314465408805,60.97181025247531,66.29521061632562,1.7744667879501024,C,21.342931937172775,21.893462469733656
J25 Enchanted 1,1,"Banishing Light",{2}{W},1123,610,513,1123,610,513,0.5431878895814782,70.76684104234528,76.15687100794534,1.7966766552000213,B,20.80983606557377,21.181286549707604
J25 Enchanted 1,1,"Dreadful Apathy",{2}{W},1104,589,515,1104,589,515,0.5335144927536232,76.03991297034624,81.45540158041018,1.805162870021317,B,21.05942275042445,20.93398058252427
J25 Enchanted 1,1,"Glory Bearers",{3}{W},1053,541,512,1053,541,512,0.5137701804368471,65.5613175712549,70.8666726879077,1.7684517055509286,C,20.920517560073936,20.697265625
J25 Enchanted 1,1,"Flutterfox",{1}{W},1120,538,582,1120,538,582,0.48035714285714287,49.42871903294689,54.94503459440766,1.8387718538202578,C,20.353159851301115,20.173539518900345
J25 Enchanted 1,1,"Spirited Companion",{1}{W},1009,527,482,1009,527,482,0.5222993062438057,36.65814074405367,42.22650179108134,1.8561203490092235,D,20.810246679316887,20.91286307053942
J25 Enchanted 1,1,"Indomitable Will",{1}{W},1006,516,490,1006,516,490,0.5129224652087475,50.41382561814132,55.74200446256698,1.7760596148085543,C,20.852713178294575,20.63877551020408
J25 Enchanted 1,1,"Chosen by Heliod",{1}{W},1009,498,511,1009,498,511,0.49355797819623387,34.062077021517766,39.5231360057922,1.8203529947581454,D,21.126506024096386,20.397260273972602
J25 Enchanted 1,1,"Favored of Iroas",{2}{W},1033,493,540,1033,493,540,0.47725072604065827,50.00553103780206,55.348438995395824,1.7809693191979215,C,21.006085192697768,20.54259259259259
J25 Enchanted 1,1,"Captivating Unicorn",{4}{W},927,459,468,927,459,468,0.49514563106796117,62.91461094763285,68.30795149099394,1.7977801811203626,C,21.679738562091504,21.1517094017094
J25 Enchanted 1,1,"Psemilla, Meletian Poet",{2}{W},942,430,512,942,430,512,0.4564755838641189,60.965406841676426,66.33115283617862,1.788581998167397,C,22.090697674418603,21.05078125
J25 Enchanted 1,1,"Archon of Falling Stars",{4}{W}{W},785,397,388,785,397,388,0.5057324840764331,83.19229997936414,88.4780890118836,1.7619296775064885,B,22.403022670025187,21.969072164948454
J25 Enchanted 1,1,"Eidolon of Astral Winds",{2}{W},108,6,102,108,6,102,0.05555555555555555,13.246173168595162,21.838024997673607,2.863950609692815,E,29.5,19.323529411764707
J25 Enchanted 2,1,"Banishing Light",{2}{W},1131,662,469,1131,662,469,0.5853227232537578,67.29812230878721,72.97113461581995,1.8910041023442432,C,22.518126888217523,22.46908315565032
J25 Enchanted 2,1,"Cartouche of Solidarity",{W},1095,637,458,1095,637,458,0.5817351598173516,67.41045215679775,73.04837169082032,1.8793065113408585,C,21.406593406593405,22.150655021834062
J25 Enchanted 2,1,"Cage of Hands",{2}{W},1100,627,473,1100,627,473,0.57,72.30222745709199,77.9580866104696,1.8852863844592058,B,22.42902711323764,22.54968287526427
J25 Enchanted 2,1,"Flutterfox",{1}{W},1082,625,457,1082,625,457,0.577634011090573,69.05582692047366,74.65790618888052,1.8673597561356203,B,21.4432,21.98249452954048
J25 Enchanted 2,1,"Indomitable Will",{1}{W},1063,611,452,1063,611,452,0.5747883349012229,59.0724553529386,64.84652541051338,1.924690019191594,C,22.358428805237317,22.161504424778762
J25 Enchanted 2,1,"Glory Bearers",{3}{W},1080,607,473,1080,607,473,0.562037037037037,70.84587095353659,76.50503144035888,1.8863868289407606,B,22.2668863261944,22.38477801268499
J25 Enchanted 2,1,"Nyx-Fleece Ram",{1}{W},1029,596,433,1029,596,433,0.5792031098153547,71.22094045590964,76.94043903645539,1.9064995268485798,B,23.37751677852349,23.33256351039261
J25 Enchanted 2,1,"Golden-Tail Disciple",{2}{W},1046,592,454,1046,592,454,0.5659655831739961,55.54438403813978,61.30384613880024,1.919820700220151,C,22.511824324324323,22.57488986784141
J25 Enchanted 2,1,"Sunblade Samurai",{4}{W},989,576,413,989,576,413,0.5824064711830131,62.62290629974722,68.23516544909924,1.870753049784006,C,22.600694444444443,22.544794188861985
J25 Enchanted 2,1,"Psemilla, Meletian Poet",{2}{W},1014,566,448,1014,566,448,0.5581854043392505,68.56910712001479,74.13326091193088,1.8547179306386934,B,22.902826855123674,22.392857142857142
J25 Enchanted 2,1,"Archon of Falling Stars",{4}{W}{W},817,500,317,817,500,317,0.6119951040391677,92.66101780295239,98.3189570273511,1.8859797414662374,A,23.33,23.965299684542586
J25 Enchanted 2,1,"Eidolon of Astral Winds",{2}{W},78,3,75,78,3,75,0.038461538461538464,11.203603658377356,19.79387318309323,2.863423174905291,E,33.666666666666664,19.213333333333335
J25 Enchanted 3,1,"Serra's Embrace",{2}{W}{W},1094,791,303,1094,791,303,0.7230347349177331,96.29339011018496,101.74807247316552,1.8182274543268542,A,20.285714285714285,21.475247524752476
J25 Enchanted 3,1,"Banishing Light",{2}{W},1159,777,382,1159,777,382,0.6704055220017257,66.92772738260656,72.35430355391803,1.8088587237704876,C,20.81981981981982,21.62565445026178
J25 Enchanted 3,1,"Flutterfox",{1}{W},1079,683,396,1079,683,396,0.6329935125115848,58.90850363786855,64.41031035687578,1.8339355730024114,C,20.69546120058565,21.36868686868687
J25 Enchanted 3,1,"Divine Favor",{1}{W},1058,682,376,1058,682,376,0.6446124763705104,62.042570258003614,67.48436483399999,1.8139315253321253,C,21.321114369501466,21.22340425531915
J25 Enchanted 3,1,"Golden-Tail Disciple",{2}{W},1067,679,388,1067,679,388,0.6363636363636364,68.50918497992434,74.03180315329838,1.8408727244580143,B,21.440353460972016,21.45876288659794
J25 Enchanted 3,1,"Sunblade Samurai",{4}{W},1068,669,399,1068,669,399,0.6264044943820225,63.344965480542456,68.67211407469007,1.775716198049204,C,21.532137518684603,21.06766917293233
J25 Enchanted 3,1,"Glory Bearers",{3}{W},1020,658,362,1020,658,362,0.6450980392156863,62.00212600659103,67.28277273700584,1.7602155768049397,C,21.180851063829788,21.12154696132597
J25 Enchanted 3,1,"Nyx-Fleece Ram",{1}{W},1017,657,360,1017,657,360,0.6460176991150443,74.98374755880447,80.60628740694936,1.874179949381633,B,22.32420091324201,22.144444444444446
J25 Enchanted 3,1,"Indomitable Will",{1}{W},992,629,363,992,629,363,0.6340725806451613,58.29356949002887,63.73073012343377,1.8123868778016345,C,21.456279809220987,21.490358126721762
J25 Enchanted 3,1,"Starfield Mystic",{1}{W},1038,621,417,1038,621,417,0.5982658959537572,50.14183736996601,55.47854489038174,1.7789025068052433,C,21.04830917874396,20.901678657074342
J25 Enchanted 3,1,"Nykthos Paragon",{4}{W}{W},828,576,252,828,576,252,0.6956521739130435,82.85137031512234,88.42612343593599,1.8582510402712171,B,22.33159722222222,21.928571428571427
J25 Enchanted 3,1,"Psemilla, Meletian Poet",{2}{W},929,575,354,929,575,354,0.6189451022604952,70.07351545470314,75.62417028497015,1.8502182767556683,B,22.026086956521738,21.573446327683616
J25 Enchanted 4,1,"Archon of Sun's Grace",{2}{W}{W},1139,880,259,1139,880,259,0.7726075504828798,123.43743793038507,129.06360827326313,1.875390114292685,S,19.37727272727273,21.285714285714285
J25 Enchanted 4,1,"Banishing Light",{2}{W},1130,786,344,1130,786,344,0.695575221238938,67.38470303331434,72.94041315119709,1.8519033726275858,C,19.977099236641223,21.61046511627907
J25 Enchanted 4,1,"Dreadful Apathy",{2}{W},1121,751,370,1121,751,370,0.6699375557537912,72.36304163507491,78.00462993995525,1.8805294349601156,B,19.909454061251665,21.2027027027027
J25 Enchanted 4,1,"Indomitable Will",{1}{W},1074,700,374,1074,700,374,0.6517690875232774,51.59579075002721,57.10649698868379,1.8369020795521922,C,20.072857142857142,21.24331550802139
J25 Enchanted 4,1,"Golden-Tail Disciple",{2}{W},1020,680,340,1020,680,340,0.6666666666666666,58.37931411386457,63.90420081347739,1.8416288998709416,C,20.30735294117647,21.04705882352941
J25 Enchanted 4,1,"Sunblade Samurai",{4}{W},1047,679,368,1047,679,368,0.6485195797516714,58.70958602348852,64.19686360278818,1.8290925264332214,C,20.689248895434464,21.035326086956523
J25 Enchanted 4,1,"Angelic Gift",{1}{W},1006,678,328,1006,678,328,0.6739562624254473,44.15952068725475,49.55408197925463,1.7981870973332954,D,19.5,20.76829268292683
J25 Enchanted 4,1,"Flutterfox",{1}{W},1010,666,344,1010,666,344,0.6594059405940594,52.622542068174305,58.0683851861877,1.8152810393377985,C,19.52252252252252,20.773255813953487
J25 Enchanted 4,1,"Spirited Companion",{1}{W},946,656,290,946,656,290,0.693446088794926,52.16786073459026,57.81064113943225,1.880926801613996,C,20.108231707317074,21.051724137931036
J25 Enchanted 4,1,"Favored of Iroas",{2}{W},955,594,361,955,594,361,0.6219895287958115,54.458794160076685,60.02635789454823,1.8558545781571802,C,20.585858585858585,20.89196675900277
J25 Enchanted 4,1,"Psemilla, Meletian Poet",{2}{W},892,560,332,892,560,332,0.6278026905829597,55.85201462578341,61.377250434497896,1.8417452695714938,C,20.603571428571428,21.55722891566265
J25 Enchanted 4,1,"Archon of Falling Stars",{4}{W}{W},776,525,251,776,525,251,0.6765463917525774,83.15252101862754,88.56474778261267,1.804075587995042,B,21.13142857142857,22.43027888446215
J25 Encounter 1,1,"Aggressive Instinct",{1}{G},1065,560,505,1065,560,505,0.5258215962441315,58.910837629610796,64.17533152193135,1.754831297440187,C,19.817857142857143,19.827722772277227
J25 Encounter 1,1,"Greenwood Sentinel",{1}{G},1031,522,509,1031,522,509,0.5063045586808923,59.35756635300844,64.60220090882078,1.748211518604112,C,19.519157088122604,19.721021611001966
J25 Encounter 1,1,"Biogenic Upgrade",{4}{G}{G},787,516,271,787,516,271,0.6556543837357052,88.41135571827243,93.50358792154667,1.6974107344247455,B,19.335271317829456,20.3690036900369
J25 Encounter 1,1,"Snakeskin Veil",{G},896,505,391,896,505,391,0.5636160714285714,63.11475920894753,68.33223962335413,1.7391601381355313,C,19.72079207920792,19.649616368286445
J25 Encounter 1,1,"Spined Tyrranax",{4}{G},880,491,389,880,491,389,0.5579545454545455,101.59462296107196,106.59857553986433,1.667984192930786,A,19.89816700610998,20.02313624678663
J25 Encounter 1,1,"Mowu, Loyal Companion",{3}{G},908,491,417,908,491,417,0.5407488986784141,58.80465615620986,64.08046785479607,1.7586038995287365,C,19.95519348268839,19.772182254196643
J25 Encounter 1,1,"Ainok Artillerist",{2}{G},922,465,457,922,465,457,0.5043383947939263,52.9427839303007,58.16136093214661,1.73952566728197,C,20.22795698924731,19.51859956236324
J25 Encounter 1,1,"Deepwood Denizen",{2}{G},1000,457,543,1000,457,543,0.457,52.450611007825735,57.78222358187615,1.7772041913501395,C,19.77680525164114,18.990791896869244
J25 Encounter 1,1,"Servant of the Scale",{G},890,457,433,890,457,433,0.5134831460674157,50.50023292418866,55.839545659955604,1.779770911922316,C,19.632385120350108,19.38568129330254
J25 Encounter 1,1,"Duskshell Crawler",{1}{G},807,436,371,807,436,371,0.540272614622057,61.60281581309646,66.86420913014913,1.7537977723508908,C,19.589449541284402,20.169811320754718
J25 Encounter 1,1,"Jiang Yanggu, Wildcrafter",{2}{G},751,403,348,751,403,348,0.5366178428761651,51.68066109181281,56.877670164775466,1.7323363576542186,C,20.5409429280397,20.49425287356322
J25 Encounter 1,1,"Forgotten Ancient",{3}{G},638,352,286,638,352,286,0.5517241379310345,68.8525250538023,74.04838966619758,1.7319548707984262,B,20.369318181818183,20.472027972027973
J25 Encounter 2,1,"Aggressive Instinct",{1}{G},985,518,467,985,518,467,0.5258883248730964,54.43771942854262,59.77697445454258,1.7797516753333196,C,20.41891891891892,20.115631691648822
J25 Encounter 2,1,"Invigorating Surge",{2}{G},793,506,287,793,506,287,0.6380832282471627,80.62863556782288,86.10395098264205,1.8251051382730548,B,19.91501976284585,20.637630662020907
J25 Encounter 2,1,"Greenwood Sentinel",{1}{G},997,501,496,997,501,496,0.5025075225677031,57.30261691632827,62.7778516222121,1.8250782352946087,C,20.297405189620758,20.47782258064516
J25 Encounter 2,1,"Stony Strength",{G},901,496,405,901,496,405,0.5504994450610433,50.89429964489318,56.410283469801556,1.838661274969458,C,19.955645161290324,20.2320987654321
J25 Encounter 2,1,"Mowu, Loyal Companion",{3}{G},920,453,467,920,453,467,0.4923913043478261,66.37855249580167,71.70312427895995,1.7748572610527584,C,20.699779249448124,20.15203426124197
J25 Encounter 2,1,"Jungle Delver",{G},901,443,458,901,443,458,0.4916759156492786,47.7051844518994,53.2105717540244,1.835129100708334,C,19.96839729119639,20.17467248908297
J25 Encounter 2,1,"Duskshell Crawler",{1}{G},793,431,362,793,431,362,0.5435056746532156,54.60376657003614,59.98858008310404,1.7949378376892977,C,20.443155452436194,20.99171270718232
J25 Encounter 2,1,"Spined Tyrranax",{4}{G},833,424,409,833,424,409,0.5090036014405762,95.51787910474201,100.62207626270056,1.7013990526528486,A,20.346698113207548,20.359413202933986
J25 Encounter 2,1,"Deepwood Denizen",{2}{G},986,424,562,986,424,562,0.4300202839756592,49.13204434244901,54.58149265039698,1.8164827693159926,C,20.67924528301887,19.133451957295375
J25 Encounter 2,1,"Saurian Symbiote",{3}{G},855,419,436,855,419,436,0.49005847953216375,55.42009994721761,60.92375244891767,1.8345508339000207,C,21.465393794749403,21.470183486238533
J25 Encounter 2,1,"Oran-Rief Ooze",{2}{G},794,410,384,794,410,384,0.5163727959697733,66.23019904494109,71.67740275919554,1.815734571418154,C,20.44390243902439,20.908854166666668
J25 Encounter 2,1,"Jiang Yanggu, Wildcrafter",{2}{G},791,401,390,791,401,390,0.506953223767383,56.252745470013835,61.491235316992345,1.7461632823261704,C,20.960099750623442,20.576923076923077
J25 Encounter 3,1,"Biogenic Upgrade",{4}{G}{G},854,576,278,854,576,278,0.6744730679156908,97.84894175566586,103.16579353955082,1.7722839279616505,A,19.289930555555557,19.658273381294965
J25 Encounter 3,1,"Aggressive Instinct",{1}{G},1002,551,451,1002,551,451,0.5499001996007984,62.15349131233874,67.61423437433876,1.8202476873333422,C,19.18693284936479,20.108647450110865
J25 Encounter 3,1,"Snakeskin Veil",{G},978,525,453,978,525,453,0.5368098159509203,47.79074792559765,53.03483423208684,1.748028768829729,C,18.86857142857143,19.56953642384106
J25 Encounter 3,1,"Spined Tyrranax",{4}{G},882,508,374,882,508,374,0.5759637188208617,112.43302014166667,117.51693195427495,1.6946372708694284,S,19.549212598425196,19.852941176470587
J25 Encounter 3,1,"Reckless Amplimancer",{1}{G},990,489,501,990,489,501,0.49393939393939396,49.519891073907566,54.92111393425756,1.800407620116665,C,19.611451942740285,19.820359281437124
J25 Encounter 3,1,"Mowu, Loyal Companion",{3}{G},967,486,481,967,486,481,0.5025853154084798,64.08230151804366,69.3661049078384,1.7612677965982455,C,19.444444444444443,19.744282744282746
J25 Encounter 3,1,"Rishkar, Peema Renegade",{2}{G},876,477,399,876,477,399,0.5445205479452054,48.67010843660786,53.91578376335656,1.7485584422495648,C,19.30817610062893,20.215538847117795
J25 Encounter 3,1,"Deepwood Denizen",{2}{G},1011,473,538,1011,473,538,0.4678536102868447,40.46509436557723,45.81531764904341,1.7834077611553936,D,19.60042283298097,18.743494423791823
J25 Encounter 3,1,"Servant of the Scale",{G},919,470,449,919,470,449,0.5114254624591947,40.34073154429751,45.74381796643672,1.8010288073797358,D,19.138297872340427,20.053452115812917
J25 Encounter 3,1,"Duskshell Crawler",{1}{G},871,461,410,871,461,410,0.529276693455798,62.12987000393072,67.38795809517315,1.7526960304141417,C,19.442516268980476,20.290243902439023
J25 Encounter 3,1,"Saurian Symbiote",{3}{G},785,403,382,785,403,382,0.513375796178344,65.52210550141349,70.8701799256725,1.7826914747530027,C,20.890818858560795,20.905759162303664
J25 Encounter 3,1,"Jiang Yanggu, Wildcrafter",{2}{G},790,391,399,790,391,399,0.49493670886075947,54.1855219512395,59.3196655661814,1.7113812049806332,C,20.10230179028133,20.107769423558896
J25 Encounter 4,1,"Quirion Beastcaller",{1}{G},994,636,358,994,636,358,0.6398390342052314,70.88623030669487,76.3816294065628,1.8317996999559765,B,18.77358490566038,20.131284916201118
J25 Encounter 4,1,"Hungry Megasloth",{2}{G},1031,603,428,1031,603,428,0.5848690591658584,68.6491684517171,74.15652216008152,1.8357845694548052,B,20.150912106135987,19.922897196261683
J25 Encounter 4,1,"Aggressive Instinct",{1}{G},1070,587,483,1070,587,483,0.5485981308411215,63.07912078207147,68.48957684023496,1.8034853527211623,C,20.4190800681431,20.041407867494826
J25 Encounter 4,1,"Gnarlid Colony",{1}{G},1028,578,450,1028,578,450,0.5622568093385214,62.80025436701159,68.22505879317023,1.8082681420528812,C,20.06228373702422,19.67111111111111
J25 Encounter 4,1,"Mowu, Loyal Companion",{3}{G},1028,575,453,1028,575,453,0.5593385214007782,67.04364273243795,72.53565085036348,1.830669372641848,C,20.754782608695653,19.68211920529801
J25 Encounter 4,1,"Pridemalkin",{2}{G},944,555,389,944,555,389,0.5879237288135594,66.0419842364649,71.46795912625855,1.808658296597883,C,20.230630630630632,20.10796915167095
J25 Encounter 4,1,"Big Play",{1}{G},854,545,309,854,545,309,0.6381733021077284,63.921843271004434,69.29553373530743,1.7912301547676648,C,20.16330275229358,20.68284789644013
J25 Encounter 4,1,"Deepwood Denizen",{2}{G},1098,545,553,1098,545,553,0.49635701275045535,48.423731337399886,54.05142109043217,1.8758965843440958,C,20.277064220183487,19.126582278481013
J25 Encounter 4,1,"Armorcraft Judge",{3}{G},644,437,207,644,437,207,0.6785714285714286,60.53474602665735,66.15044672355268,1.8719002322984406,C,21.549199084668192,21.903381642512077
J25 Encounter 4,1,"Jiang Yanggu, Wildcrafter",{2}{G},823,419,404,823,419,404,0.5091130012150669,52.72858752151146,58.18216335920529,1.8178586125646115,C,21.028639618138424,20.43069306930693
J25 Encounter 4,1,"Primeval Bounty",{5}{G},617,363,254,617,363,254,0.5883306320907618,89.60733100372667,94.81718009293691,1.736616363070077,B,22.980716253443525,19.858267716535433
J25 Encounter 4,1,"Moldgraf Millipede",{4}{G},252,142,110,252,142,110,0.5634920634920635,62.922707964087266,68.55489277613415,1.8773949373489613,C,25.612676056338028,23.8
J25 Explorers 1,1,"Clear Shot",{2}{G},1179,636,543,1179,636,543,0.539440203562341,63.61857239835658,69.0753050458878,1.818910882510408,C,19.641509433962263,20.173112338858196
J25 Explorers 1,1,"Braulios of Pheres Band",{3}{G}{G},990,603,387,990,603,387,0.6090909090909091,72.61283345712854,78.15223579733893,1.8464674467367934,B,19.615257048092868,20.183462532299743
J25 Explorers 1,1,"Razorgrass Invoker",{3}{G},1154,595,559,1154,595,559,0.5155979202772963,65.72587010950143,71.1046989839838,1.7929429581607867,C,19.939495798319328,19.842576028622542
J25 Explorers 1,1,"Go Forth",{G},1114,568,546,1114,568,546,0.5098743267504489,39.975287566970444,45.41521003525567,1.8133074894284078,D,19.889084507042252,19.543956043956044
J25 Explorers 1,1,"Ghirapur Guide",{2}{G},1125,543,582,1125,543,582,0.4826666666666667,58.85874732509979,64.39876742047363,1.846673365124613,C,19.91160220994475,19.79725085910653
J25 Explorers 1,1,"Tireless Provisioner",{2}{G},1060,526,534,1060,526,534,0.4962264150943396,64.95156228291765,70.43169128694097,1.8267096680077752,C,19.950570342205324,20.312734082397004
J25 Explorers 1,1,"Slimy Piper",{1}{G},1064,511,553,1064,511,553,0.48026315789473684,49.426142093772135,54.990019442367526,1.8546257828651298,C,19.360078277886497,19.858951175406872
J25 Explorers 1,1,"Adventurous Impulse",{G},1084,508,576,1084,508,576,0.46863468634686345,24.155511945004186,29.63843780458784,1.827641953194552,D,19.69291338582677,19.69097222222222
J25 Explorers 1,1,"Shardless Outlander",{7},1013,493,520,1013,493,520,0.4866732477788746,38.63576953245019,44.07816719778242,1.8141325551107423,D,20.16024340770791,19.892307692307693
J25 Explorers 1,1,"Ainok Guide",{1}{G},984,439,545,984,439,545,0.44613821138211385,48.63237109041158,54.00932622247683,1.7923183773550821,C,20.453302961275625,19.691743119266054
J25 Explorers 1,1,"Explore",{1}{G},778,383,395,778,383,395,0.4922879177377892,37.98011338968242,43.51569418246436,1.8451935975939795,D,19.475195822454307,19.59240506329114
J25 Explorers 1,1,"Realm Seekers",{4}{G}{G},273,140,133,273,140,133,0.5128205128205128,90.71635672572444,96.31220845902196,1.8652839110991741,A,20.65714285714286,20.383458646616543
J25 Explorers 2,1,"Clear Shot",{2}{G},1153,621,532,1153,621,532,0.5385949696444059,69.58750935194684,75.14419852709807,1.852229725050412,B,19.966183574879228,20.49812030075188
J25 Explorers 2,1,"Braulios of Pheres Band",{3}{G}{G},994,603,391,994,603,391,0.6066398390342053,67.36049675281188,72.85651194762654,1.8320050649382196,C,19.58872305140962,20.67774936061381
J25 Explorers 2,1,"Go Forth",{G},1149,587,562,1149,587,562,0.5108790252393386,30.328343496092675,35.70951649637242,1.793724333426583,D,19.965928449744464,19.97153024911032
J25 Explorers 2,1,"Razorgrass Invoker",{3}{G},1110,566,544,1110,566,544,0.5099099099099099,67.46159951751156,72.88764580021328,1.8086820942339061,B,20.09540636042403,20.204044117647058
J25 Explorers 2,1,"Tireless Tracker",{2}{G},1053,514,539,1053,514,539,0.4881291547958215,57.900469776828686,63.37164277075091,1.823724331307407,C,20.313229571984436,20.703153988868273
J25 Explorers 2,1,"Slimy Piper",{1}{G},1054,509,545,1054,509,545,0.4829222011385199,50.76295107192253,56.32661341212737,1.854554113401614,C,20.174852652259332,20.741284403669724
J25 Explorers 2,1,"Byway Courier",{2}{G},1041,499,542,1041,499,542,0.4793467819404419,49.29887079327172,54.77248547470606,1.824538227144781,C,20.326653306613228,20.31180811808118
J25 Explorers 2,1,"Shardless Outlander",{7},1019,489,530,1019,489,530,0.47988223748773307,45.009643209632415,50.4838003438422,1.8247190447365933,C,20.629856850715747,20.558490566037737
J25 Explorers 2,1,"Primeval Herald",{3}{G},1027,487,540,1027,487,540,0.4741966893865628,52.177500149214,57.558043502955485,1.7935144512471612,C,20.359342915811087,20.248148148148147
J25 Explorers 2,1,"Ainok Guide",{1}{G},1015,469,546,1015,469,546,0.46206896551724136,52.64258470991433,58.242663601549935,1.8666929638785343,C,20.586353944562898,20.479853479853478
J25 Explorers 2,1,"Explore",{1}{G},769,388,381,769,388,381,0.5045513654096229,38.787373165634136,44.33380548217966,1.848810772181843,D,20.048969072164947,20.0
J25 Explorers 2,1,"Ulvenwald Mysteries",{2}{G},871,354,517,871,354,517,0.40642939150401836,35.52353179244274,41.0642486614111,1.846905622989453,D,21.63276836158192,20.286266924564796
J25 Explorers 3,1,"Go Forth",{G},1206,728,478,1206,728,478,0.603648424543947,37.91197215578738,43.31672293917654,1.8015835944630532,D,19.929945054945055,19.62133891213389
J25 Explorers 3,1,"Clear Shot",{2}{G},1130,721,409,1130,721,409,0.6380530973451327,75.5171081999294,81.00095687994944,1.8279495600066844,B,20.251040221914007,20.584352078239608
J25 Explorers 3,1,"Briarbridge Tracker",{2}{G},1110,673,437,1110,673,437,0.6063063063063063,67.16036460339973,72.60989800556352,1.816511134054597,C,20.074294205052006,20.31121281464531
J25 Explorers 3,1,"Braulios of Pheres Band",{3}{G}{G},968,667,301,968,667,301,0.6890495867768595,64.74865311032602,70.43659350934512,1.8959801330063641,C,20.088455772113942,20.006644518272424
J25 Explorers 3,1,"Woodland Champion",{1}{G},1055,648,407,1055,648,407,0.614218009478673,65.14235953493785,70.449744502857,1.7691283226397156,C,20.044753086419753,20.28746928746929
J25 Explorers 3,1,"Ambassador Oak",{3}{G},998,605,393,998,605,393,0.6062124248496994,63.7959788063811,69.03033954031869,1.7447869113125298,C,20.23801652892562,20.521628498727736
J25 Explorers 3,1,"Byway Courier",{2}{G},1091,599,492,1091,599,492,0.5490375802016498,47.14179014771717,52.58146438808931,1.813224746790713,C,20.457429048414024,19.71747967479675
J25 Explorers 3,1,"Slimy Piper",{1}{G},1041,598,443,1041,598,443,0.574447646493756,55.17593709568855,60.51897774926269,1.7810135511913772,C,20.523411371237458,20.428893905191874
J25 Explorers 3,1,"Shardless Outlander",{7},967,553,414,967,553,414,0.5718717683557394,43.550480067735265,49.026341232223004,1.8252870548292452,D,20.96383363471971,20.207729468599034
